loudness,mode,tempo,duration_ms,genre_num
-6.532,0.0,125.984,218500.0,2.0
-14.644,1.0,141.473,202520.0,1.0
-6.17,1.0,151.106,204693.0,3.0
-7.643,1.0,145.974,224731.0,3.0
-5.574,1.0,89.911,158040.0,7.0
-5.578,0.0,85.42,194821.0,1.0
-9.479,0.0,117.813,202633.0,9.0
-8.199,0.0,102.014,151765.0,7.0
-7.487,1.0,126.53,191453.0,6.0
-6.721,0.0,140.017,246827.0,4.0
-5.789,1.0,76.023,216004.0,6.0
-9.544,1.0,59.31,280535.0,9.0
-7.847,0.0,90.018,228199.0,9.0
-4.595,0.0,139.885,204317.0,1.0
-4.966,1.0,138.034,231832.0,3.0
-7.877,0.0,128.182,295080.0,9.0
-4.914,1.0,132.104,161120.0,6.0
-4.552,0.0,114.983,178781.0,7.0
-13.635,1.0,137.634,362400.0,4.0
-8.728,1.0,63.981,181823.0,1.0
-2.518,0.0,94.005,149866.0,0.0
-5.325,0.0,124.015,240040.0,7.0
-6.103,1.0,113.957,231570.0,1.0
-3.896,1.0,150.211,184360.0,4.0
-11.569,1.0,120.926,206960.0,3.0
-13.741,1.0,176.941,288733.0,8.0
-6.47,0.0,116.142,132541.0,1.0
-3.58,1.0,103.783,188067.0,8.0
-14.567,1.0,68.871,227435.0,4.0
-5.967,0.0,116.602,224152.0,4.0
-4.837,0.0,166.349,279742.0,5.0
-9.832,0.0,131.987,357036.0,2.0
-5.24,1.0,93.297,142840.0,3.0
-4.836,1.0,172.064,189793.0,2.0
-7.241,1.0,89.992,253375.0,1.0
-6.915,0.0,129.981,238154.0,1.0
-5.621,0.0,194.746,173549.0,1.0
-11.399,1.0,110.932,252133.0,4.0
-4.955,0.0,138.562,238573.0,4.0
-13.091,1.0,86.43,191053.0,5.0
-10.93,1.0,144.993,197305.0,6.0
-11.555,0.0,105.041,203245.0,9.0
-5.257,0.0,139.863,208907.0,7.0
-4.753,0.0,82.001,191481.0,5.0
-4.935,0.0,80.082,351947.0,0.0
-11.964,1.0,150.01,258427.0,0.0
-7.61,0.0,91.541,180617.0,3.0
-11.259,1.0,84.149,266453.0,9.0
-5.011,1.0,123.994,221885.0,2.0
-5.827,0.0,68.816,243307.0,5.0
-7.228,1.0,152.337,199413.0,6.0
-11.482,1.0,90.546,182827.0,4.0
-4.608,1.0,108.078,205120.0,3.0
-12.121,0.0,66.964,197747.0,1.0
-7.258,1.0,123.746,214239.0,3.0
-12.809,0.0,150.067,310800.0,5.0
-6.73,0.0,109.076,268400.0,0.0
-8.505,1.0,132.06,173760.0,1.0
-5.13,1.0,84.722,433307.0,4.0
-8.725,1.0,67.591,232453.0,4.0
-10.844,0.0,148.083,175820.0,0.0
-5.187,1.0,109.997,164442.0,7.0
-9.051,1.0,160.0,286427.0,7.0
-4.813,1.0,129.003,228879.0,7.0
-4.556,1.0,116.761,301920.0,8.0
-6.851,1.0,84.959,213526.0,6.0
-5.357,1.0,172.916,253253.0,6.0
-3.282,0.0,174.066,156724.0,2.0
-6.905,1.0,173.972,191376.0,1.0
-4.155,1.0,75.615,226397.0,0.0
-4.629,1.0,122.065,203548.0,6.0
-8.433,0.0,153.075,153800.0,0.0
-6.638,0.0,150.011,177000.0,0.0
-9.632,1.0,123.005,226098.0,2.0
-7.577,1.0,160.616,147800.0,5.0
-8.089,1.0,115.152,250400.0,8.0
-12.045,1.0,121.683,192627.0,3.0
-3.378,1.0,170.186,197833.0,5.0
-5.481,0.0,77.985,252125.0,5.0
-7.464,1.0,117.138,222920.0,6.0
-5.769,0.0,95.59,216733.0,8.0
-6.156,1.0,123.011,270120.0,6.0
-6.179,0.0,127.983,207295.0,1.0
-7.904,0.0,119.949,216853.0,4.0
-3.731,0.0,190.097,186107.0,7.0
-11.938,1.0,108.009,330109.0,9.0
-8.191,1.0,123.915,209200.0,7.0
-7.039,1.0,155.068,258059.0,6.0
-7.403,0.0,119.972,182250.0,2.0
-6.196,1.0,85.784,203964.0,3.0
-6.467,1.0,83.141,256638.0,5.0
-4.858,1.0,113.39,158293.0,8.0
-7.191,0.0,76.022,232160.0,5.0
-10.296,1.0,142.078,189322.0,0.0
-10.771,1.0,159.054,218693.0,5.0
-6.301,0.0,124.928,171985.0,2.0
-5.792,0.0,80.816,236679.0,6.0
-12.062,1.0,135.68,218400.0,8.0
-4.811,0.0,126.036,163832.0,2.0
-8.933,0.0,151.908,269216.0,9.0
-10.577,0.0,92.013,219479.0,5.0
-6.488,1.0,175.334,181493.0,6.0
-7.619,1.0,124.832,203078.0,5.0
-5.243,1.0,125.886,186847.0,8.0
-4.478,0.0,154.904,148630.0,0.0
-4.199,1.0,146.347,269920.0,8.0
-5.477,1.0,75.367,279373.0,7.0
-9.603,0.0,72.5,152280.0,7.0
-9.671,1.0,115.414,205093.0,0.0
-6.137,0.0,141.97,219053.0,3.0
-9.015,1.0,73.668,393846.0,1.0
-3.152,1.0,166.072,234650.0,0.0
-4.596,1.0,87.181,228853.0,5.0
-9.943,1.0,77.298,190956.0,6.0
-6.725,0.0,178.781,137704.0,7.0
-12.671,1.0,94.329,341120.0,9.0
-5.672,1.0,81.001,236038.0,4.0
-6.705,1.0,119.602,179387.0,8.0
-6.234,1.0,181.783,203347.0,3.0
-8.853,0.0,82.651,205714.0,5.0
-3.622,0.0,178.98,282653.0,8.0
-4.67,0.0,124.965,205466.0,2.0
-14.115,0.0,112.303,295136.0,9.0
-4.366,0.0,74.742,249067.0,5.0
-8.495,0.0,126.006,186667.0,2.0
-7.421,1.0,91.622,198924.0,5.0
-6.183,1.0,127.67,303587.0,8.0
-8.662,1.0,61.674,203480.0,3.0
-7.323,0.0,162.991,181812.0,0.0
-14.107,1.0,111.773,344677.0,9.0
-5.428,1.0,103.059,157213.0,3.0
-8.556,0.0,99.381,154800.0,1.0
-6.67,1.0,146.031,111971.0,0.0
-4.198,1.0,123.911,190800.0,7.0
-4.597,0.0,81.96,259638.0,5.0
-3.758,0.0,122.872,169756.0,2.0
-7.64,1.0,144.368,370427.0,8.0
-5.44,1.0,82.079,226374.0,1.0
-5.589,1.0,88.875,217480.0,7.0
-7.992,1.0,143.216,193520.0,5.0
-4.561,1.0,134.98,241093.0,8.0
-2.71,1.0,114.977,358983.0,2.0
-3.906,1.0,141.844,202147.0,6.0
-4.492,1.0,80.048,171000.0,3.0
-9.125,0.0,146.033,222022.0,1.0
-3.983,1.0,167.777,219642.0,4.0
-9.153,1.0,142.993,209493.0,6.0
-8.966,1.0,121.458,208360.0,5.0
-6.462,0.0,159.966,325183.0,2.0
-5.509,1.0,127.361,210173.0,8.0
-16.981,1.0,82.232,399173.0,4.0
-9.267,1.0,142.657,163467.0,8.0
-7.721,1.0,120.044,261001.0,8.0
-8.376,0.0,105.976,280131.0,8.0
-3.829,1.0,174.042,214123.0,5.0
-5.051,0.0,145.048,149123.0,1.0
-3.017,1.0,126.019,232133.0,2.0
-5.24,0.0,196.0,178520.0,3.0
-7.552,1.0,141.971,169067.0,6.0
-8.414,1.0,123.294,169878.0,1.0
-10.815,1.0,109.793,220976.0,3.0
-8.113,1.0,121.71,227373.0,6.0
-4.341,1.0,121.897,234187.0,7.0
-4.209,1.0,95.39,174000.0,7.0
-4.914,1.0,89.996,227667.0,5.0
-8.943,0.0,108.502,169200.0,5.0
-11.053,1.0,85.128,210467.0,5.0
-9.359,1.0,77.218,259293.0,4.0
-6.039,0.0,90.213,151415.0,7.0
-4.626,1.0,185.647,198467.0,3.0
-10.221,0.0,117.416,296666.0,9.0
-7.613,1.0,130.027,248925.0,6.0
-12.172,0.0,120.483,373517.0,9.0
-5.356,1.0,82.985,193800.0,0.0
-7.368,1.0,136.991,234693.0,4.0
-8.34,1.0,121.003,180380.0,2.0
-5.365,1.0,155.959,244160.0,6.0
-5.91,1.0,145.947,186719.0,3.0
-8.111,0.0,125.023,172197.0,2.0
-15.469,1.0,134.604,442000.0,9.0
-10.607,0.0,174.11,289560.0,4.0
-8.225,1.0,122.681,223440.0,6.0
-9.591,1.0,78.967,243280.0,9.0
-4.211,1.0,159.897,185856.0,0.0
-7.519,0.0,74.968,244139.0,1.0
-10.862,1.0,137.95,324653.0,5.0
-5.339,1.0,132.005,182507.0,7.0
-6.445,1.0,109.966,215493.0,6.0
-5.856,1.0,89.837,141600.0,8.0
-6.997,1.0,198.16,151867.0,5.0
-15.704,0.0,111.799,421600.0,9.0
-7.213,1.0,137.012,228040.0,6.0
-5.379,1.0,109.021,220734.0,7.0
-17.12,0.0,123.459,312874.0,2.0
-7.042,1.0,90.034,255653.0,0.0
-3.791,1.0,175.957,245387.0,0.0
-5.292,1.0,125.601,290533.0,3.0
-4.365,1.0,152.403,209315.0,0.0
-8.128,0.0,118.65,270773.0,8.0
-5.387,0.0,93.418,248511.0,4.0
-14.326,0.0,147.318,400572.0,9.0
-3.857,0.0,127.688,182739.0,1.0
-6.892,0.0,84.974,169238.0,7.0
-5.978,0.0,147.356,256000.0,0.0
-7.647,1.0,109.898,208067.0,3.0
-7.41,0.0,79.955,134627.0,1.0
-5.238,1.0,93.579,196800.0,8.0
-12.666,0.0,124.544,229000.0,9.0
-6.022,1.0,120.008,347213.0,6.0
-7.399,0.0,80.018,219040.0,5.0
-4.583,0.0,110.962,237893.0,7.0
-9.889,1.0,118.568,253573.0,6.0
-5.68,1.0,144.006,188967.0,0.0
-4.001,1.0,137.571,296200.0,8.0
-13.259,1.0,71.055,329160.0,9.0
-5.884,1.0,144.841,225103.0,5.0
-5.727,0.0,86.12,368702.0,4.0
-5.792,1.0,82.028,205629.0,5.0
-5.946,1.0,153.915,197200.0,8.0
-11.493,1.0,200.226,231749.0,3.0
-4.547,0.0,189.891,208733.0,0.0
-4.788,0.0,94.988,246816.0,4.0
-6.667,0.0,108.643,230722.0,1.0
-5.519,0.0,90.019,247385.0,9.0
-8.056,1.0,161.625,189906.0,1.0
-8.118,0.0,132.015,203372.0,2.0
-7.68,1.0,74.008,177366.0,6.0
-6.91,1.0,80.116,174440.0,1.0
-4.613,0.0,126.47,352906.0,8.0
-8.421,1.0,139.226,183372.0,3.0
-9.101,0.0,108.023,262467.0,1.0
-9.309,0.0,81.737,198921.0,1.0
-15.474,1.0,125.932,200000.0,1.0
-3.289,1.0,172.124,147410.0,7.0
-4.26,0.0,125.003,189120.0,2.0
-6.157,0.0,76.914,139344.0,4.0
-5.778,1.0,79.97,121375.0,9.0
-4.427,1.0,132.003,244798.0,3.0
-12.621,1.0,120.055,266756.0,6.0
-5.192,0.0,135.018,304607.0,0.0
-3.534,1.0,145.009,197738.0,6.0
-8.541,1.0,104.085,224867.0,7.0
-7.757,1.0,124.946,208000.0,5.0
-10.099,1.0,116.544,197987.0,5.0
-5.035,1.0,124.989,172431.0,2.0
-11.081,1.0,78.036,265843.0,3.0
-10.114,1.0,139.999,300800.0,6.0
-8.065,1.0,82.952,189425.0,6.0
-5.314,1.0,127.079,343150.0,0.0
-4.284,1.0,124.998,146513.0,2.0
-6.013,0.0,173.984,296379.0,2.0
-4.569,0.0,107.059,234693.0,0.0
-4.336,1.0,128.966,134116.0,0.0
-5.404,0.0,175.978,152214.0,7.0
-7.579,0.0,88.142,175952.0,5.0
-11.739,0.0,139.12,224000.0,6.0
-12.101,1.0,99.83,163373.0,4.0
-7.636,1.0,100.045,214200.0,9.0
-11.182,1.0,71.265,288000.0,9.0
-10.066,0.0,139.939,212800.0,9.0
-8.026,1.0,115.884,190779.0,7.0
-6.441,0.0,73.352,233966.0,5.0
-3.628,1.0,146.0,201733.0,3.0
-8.898,1.0,79.291,198027.0,3.0
-9.215,1.0,128.079,135381.0,0.0
-12.92,1.0,89.48,181442.0,9.0
-9.734,1.0,155.305,166855.0,1.0
-3.262,1.0,123.722,223334.0,4.0
-11.169,1.0,131.182,156547.0,5.0
-7.123,1.0,124.963,201869.0,2.0
-2.752,0.0,114.019,211987.0,3.0
-6.167,0.0,124.993,213240.0,2.0
-5.037,1.0,135.04,172325.0,6.0
-5.224,0.0,116.953,207813.0,2.0
-7.692,0.0,125.994,147126.0,2.0
-7.571,1.0,85.98,197597.0,6.0
-8.423,1.0,132.0,219954.0,3.0
-7.222,1.0,180.917,215507.0,7.0
-4.684,1.0,112.963,160380.0,8.0
-6.615,1.0,81.031,169280.0,3.0
-14.445,1.0,118.772,264829.0,1.0
-6.557,1.0,144.042,197120.0,3.0
-6.416,0.0,125.948,315773.0,0.0
-7.633,1.0,138.016,160052.0,0.0
-3.742,0.0,141.776,240000.0,2.0
-7.521,1.0,76.098,256880.0,8.0
-9.744,1.0,120.151,257800.0,8.0
-4.972,1.0,140.009,167096.0,7.0
-6.627,0.0,99.933,167066.0,7.0
-4.188,1.0,152.598,201240.0,6.0
-9.069,1.0,126.997,166299.0,2.0
-4.965,1.0,177.997,284493.0,0.0
-9.436,1.0,139.905,307547.0,4.0
-4.021,1.0,145.101,203392.0,5.0
-8.532,1.0,134.123,244590.0,9.0
-6.485,0.0,76.285,233070.0,1.0
-7.325,0.0,144.929,226362.0,0.0
-5.906,1.0,144.774,168840.0,8.0
-7.671,0.0,114.956,448974.0,9.0
-9.265,0.0,87.954,227115.0,4.0
-3.787,0.0,102.977,203064.0,7.0
-9.15,0.0,126.007,289539.0,2.0
-6.596,1.0,60.045,245427.0,1.0
-4.503,1.0,105.008,184919.0,2.0
-4.41,0.0,114.044,199054.0,7.0
-3.002,0.0,127.019,202205.0,2.0
-7.188,1.0,151.212,184549.0,8.0
-9.016,0.0,83.97,160191.0,7.0
-7.59,0.0,112.96,313573.0,0.0
-11.808,1.0,84.159,175027.0,5.0
-9.543,1.0,94.036,242553.0,9.0
-13.662,1.0,104.404,272373.0,4.0
-7.414,0.0,106.002,230965.0,1.0
-10.294,1.0,164.976,238176.0,5.0
-4.937,0.0,122.023,149722.0,2.0
-6.149,1.0,88.934,222093.0,6.0
-5.64,1.0,140.004,226901.0,3.0
-11.138,0.0,129.423,172693.0,4.0
-5.676,1.0,118.495,309323.0,0.0
-8.732,1.0,100.951,183413.0,3.0
-13.661,1.0,138.176,356093.0,9.0
-8.706,1.0,117.991,195252.0,7.0
-9.479,0.0,142.037,175775.0,7.0
-7.178,1.0,123.977,201334.0,7.0
-5.338,0.0,173.93,167303.0,7.0
-6.43,0.0,165.84,175329.0,1.0
-4.904,1.0,130.028,192540.0,0.0
-11.315,1.0,120.154,269133.0,9.0
-1.875,1.0,160.031,194787.0,4.0
-3.285,1.0,103.031,187682.0,7.0
-12.334,0.0,119.225,589800.0,9.0
-14.08,0.0,124.001,199931.0,7.0
-4.494,1.0,82.006,193929.0,3.0
-5.558,1.0,144.445,193279.0,1.0
-3.939,1.0,101.025,232364.0,1.0
-11.798,0.0,114.264,178925.0,9.0
-7.076,0.0,145.765,178994.0,7.0
-2.902,0.0,129.903,124096.0,2.0
-8.455,1.0,77.415,244187.0,6.0
-12.215,1.0,97.062,145827.0,5.0
-8.394,1.0,140.723,246000.0,3.0
-11.225,1.0,117.928,246800.0,8.0
-8.136,1.0,101.913,193187.0,6.0
-4.406,1.0,169.967,159747.0,8.0
-7.034,1.0,100.015,245315.0,6.0
-7.298,1.0,76.295,191160.0,5.0
-4.777,1.0,106.952,257360.0,3.0
-3.637,1.0,104.365,155668.0,3.0
-8.918,1.0,91.572,210113.0,6.0
-5.762,1.0,97.953,140665.0,7.0
-7.437,1.0,159.875,216161.0,1.0
-13.155,1.0,112.162,241747.0,6.0
-9.043,1.0,116.361,223240.0,6.0
-6.395,1.0,131.912,207974.0,7.0
-7.475,0.0,138.64,243133.0,9.0
-9.935,1.0,91.844,238640.0,8.0
-9.243,0.0,159.945,218205.0,0.0
-9.584,1.0,89.839,145867.0,8.0
-8.868,1.0,121.699,376347.0,9.0
-8.741,1.0,99.765,262520.0,6.0
-9.805,0.0,106.703,174000.0,1.0
-5.372,0.0,160.036,206772.0,7.0
-7.803,1.0,103.77,244240.0,3.0
-5.407,0.0,172.012,319114.0,2.0
-8.756,1.0,142.296,258061.0,3.0
-9.456,0.0,176.081,289694.0,5.0
-10.086,1.0,75.801,208687.0,7.0
-7.489,0.0,143.243,135133.0,9.0
-5.797,0.0,139.98,170813.0,7.0
-3.418,1.0,152.049,151107.0,8.0
-6.465,0.0,90.029,201320.0,5.0
-6.305,0.0,108.966,191822.0,7.0
-8.103,0.0,136.087,248701.0,1.0
-5.971,0.0,103.081,207413.0,1.0
-7.818,0.0,73.163,147107.0,4.0
-8.084,1.0,123.183,172800.0,8.0
-6.565,1.0,160.021,196905.0,8.0
-12.049,0.0,82.433,482830.0,8.0
-5.301,1.0,124.977,198015.0,7.0
-8.544,1.0,97.23,240822.0,6.0
-8.216,1.0,136.078,236615.0,0.0
-6.094,1.0,95.011,142216.0,9.0
-10.028,1.0,124.011,309677.0,2.0
-7.886,1.0,136.014,196055.0,6.0
-9.74,0.0,131.036,146520.0,0.0
-5.495,1.0,145.007,205760.0,5.0
-11.72,1.0,126.978,159010.0,2.0
-11.485,0.0,79.044,295000.0,9.0
-7.162,1.0,103.997,176417.0,7.0
-13.118,0.0,110.611,230375.0,9.0
-7.858,0.0,165.977,162817.0,2.0
-8.673,1.0,78.335,185333.0,5.0
-8.142,1.0,112.965,277733.0,4.0
-6.667,1.0,78.477,235535.0,0.0
-4.802,0.0,88.014,170134.0,8.0
-8.431,1.0,83.933,187307.0,3.0
-11.6,0.0,103.032,267213.0,9.0
-2.967,1.0,157.925,222739.0,8.0
-6.976,0.0,99.986,127822.0,0.0
-3.703,0.0,106.001,181666.0,0.0
-6.067,0.0,141.991,175954.0,0.0
-7.509,1.0,113.321,192000.0,5.0
-10.679,0.0,123.946,291624.0,9.0
-6.164,1.0,85.486,213358.0,0.0
-13.485,1.0,78.392,273936.0,9.0
-6.056,0.0,170.978,214945.0,6.0
-5.796,1.0,85.004,191360.0,3.0
-8.452,0.0,135.401,144469.0,9.0
-6.739,1.0,119.912,160398.0,1.0
-8.301,1.0,74.8,282522.0,6.0
-8.406,1.0,130.002,313133.0,9.0
-8.74,1.0,138.178,295533.0,7.0
-7.995,1.0,77.052,157253.0,5.0
-4.971,0.0,124.013,274760.0,0.0
-7.559,0.0,144.986,214728.0,0.0
-3.522,1.0,152.143,195662.0,8.0
-3.8,1.0,156.077,187433.0,3.0
-5.05,1.0,127.986,201621.0,4.0
-14.83,1.0,178.501,196129.0,1.0
-16.204,1.0,102.597,515000.0,4.0
-9.173,1.0,156.339,248547.0,9.0
-9.117,1.0,140.793,433773.0,9.0
-11.944,0.0,97.18,285705.0,9.0
-8.483,0.0,53.905,230360.0,4.0
-3.358,0.0,73.534,238019.0,2.0
-6.318,0.0,120.057,321000.0,9.0
-6.189,1.0,123.039,186141.0,2.0
-6.787,0.0,79.946,235479.0,4.0
-9.249,1.0,117.64,227693.0,7.0
-9.086,0.0,140.037,181393.0,0.0
-7.51,1.0,127.002,166399.0,2.0
-6.436,1.0,73.903,214416.0,3.0
-8.948,1.0,133.954,310720.0,0.0
-5.146,1.0,169.983,169412.0,0.0
-3.225,1.0,147.045,218284.0,0.0
-7.094,0.0,136.981,238360.0,2.0
-8.286,1.0,129.015,358008.0,2.0
-11.088,0.0,199.891,182400.0,1.0
-7.659,0.0,107.494,160290.0,3.0
-10.625,1.0,79.498,252812.0,5.0
-11.517,0.0,127.977,230547.0,2.0
-5.372,0.0,102.991,155308.0,0.0
-3.401,1.0,161.944,168253.0,8.0
-8.072,0.0,155.925,289533.0,7.0
-6.752,1.0,127.532,228795.0,4.0
-4.614,0.0,180.13,196201.0,5.0
-7.259,1.0,108.038,225053.0,7.0
-4.75,1.0,96.51,237493.0,0.0
-5.461,1.0,113.111,151515.0,6.0
-8.69,0.0,112.852,167600.0,5.0
-6.766,0.0,127.001,230946.0,2.0
-7.915,0.0,100.018,173942.0,7.0
-6.293,0.0,78.015,234613.0,5.0
-2.423,0.0,166.02,216860.0,8.0
-9.835,1.0,150.045,245679.0,5.0
-5.324,1.0,124.985,168990.0,2.0
-5.079,0.0,107.917,271452.0,9.0
-4.973,0.0,165.087,268921.0,8.0
-6.558,1.0,76.635,213200.0,5.0
-6.399,0.0,112.073,265189.0,4.0
-4.632,1.0,144.007,184823.0,3.0
-7.419,0.0,130.16,196658.0,0.0
-7.036,1.0,129.062,244973.0,7.0
-6.533,1.0,125.713,202693.0,3.0
-7.268,1.0,113.439,236520.0,8.0
-6.849,0.0,128.026,242573.0,2.0
-8.25,1.0,120.01,245008.0,9.0
-6.221,1.0,121.041,199091.0,2.0
-4.881,0.0,135.653,231933.0,8.0
-11.782,1.0,106.773,541293.0,9.0
-8.818,0.0,98.363,354638.0,9.0
-3.215,1.0,105.048,187364.0,8.0
-5.99,1.0,105.957,168667.0,0.0
-7.047,1.0,128.413,152080.0,5.0
-6.434,1.0,166.376,184773.0,5.0
-3.814,1.0,181.985,231604.0,5.0
-7.277,1.0,139.971,116571.0,1.0
